city,gender,school_name,school_type,caste_community,religion,quota,accommodation,source,parents_thought,reason_for_joining,student_goal,cutoff_12th,geographic_segment,academic_segment,socioeconomic_segment,distance_category,marketing_channel_type,parents_sentiment
Tiruppur,Male,JKL CBSE Tiruppur,Private CBSE,MBC,Hindu,Government Counselling,Hostel,Google Search,The faculty qualifications and research opportunities impressed us during the campus visit.,Counselling,Higher Studies Masters,195,Local,High Performer,Mixed,Close,Digital,Positive
Karur,Male,Government HSS Karur,Government,SC,Hindu,Government Counselling,Day Scholar,Alumni Reference,The convenience of staying at home while getting quality education is ideal.,Counselling,Higher Studies Masters,192,Local,High Performer,Budget,Distant,Other,Neutral
Karur,Female,DEF HSS Karur,Private Matriculation,BC,Hindu,Government Counselling,Day Scholar,Alumni Reference,We heard about BIT through alumni reference and the reviews were positive.,Interest,Become an Entrepreneur,189,Local,Average,Middle,Distant,Other,Neutral
Erode,Female,Kongu Arts HSS,Private Matriculation,SC,Hindu,Management,Day Scholar,Google Search,Infrastructure and lab facilities are much better than other colleges we visited.,Interest,Become an Entrepreneur,188,Local,Average,Middle,Very Close,Digital,Neutral
Coimbatore,Female,Sri Krishna HSS,Private CBSE,SC,Hindu,Government Counselling,Day Scholar,Newspaper Ad,No hostel expenses and we can monitor the studies closely from home.,Counselling,Government Job,194,Local,High Performer,Mixed,Close,Other,Neutral
Tiruppur,Female,MNO International Tiruppur,Private CBSE,MBC,Hindu,Management,Day Scholar,Social Media Ad,Strong industry connections and practical learning approach attracted us to BIT.,Interest,High Placement,185,Local,Average,Premium,Close,Digital,Neutral
Tiruppur,Female,XYZ HSS Tiruppur,Private Matriculation,MBC,Hindu,Management,Day Scholar,TV Advertisement,Good value for money considering the quality of engineering programs offered.,Interest,Become an Entrepreneur,176,Local,Below Average,Middle,Close,Traditional,Positive
Coimbatore,Male,Sri Krishna HSS,Private Matriculation,SC,Christian,Government Counselling,Hostel,School Counselor,The campus environment seems safe and conducive for focused studies.,Counselling,High Placement,190,Local,Average,Middle,Close,Referral,Neutral
Erode,Male,Sacred Heart HSS Erode,Private CBSE,OC,Christian,Management,Hostel,TV Advertisement,Infrastructure and lab facilities are much better than other colleges we visited.,Interest,Higher Studies Masters,186,Local,Average,Premium,Very Close,Traditional,Neutral
Tiruppur,Female,XYZ HSS Tiruppur,Private Matriculation,SC,Christian,Government Counselling,Day Scholar,Social Media Ad,Erode location provides good balance of facilities without big city distractions.,Interest,Government Job,194,Local,High Performer,Middle,Close,Digital,Positive
Erode,Male,Government HSS Erode,Government,OC,Christian,Government Counselling,Day Scholar,Education Fair,No hostel expenses and we can monitor the studies closely from home.,Counselling,Higher Studies Masters,185,Local,Average,Budget,Very Close,Traditional,Neutral
Dindigul,Female,Dindigul CBSE School,Private CBSE,MBC,Christian,Management,Hostel,Alumni Reference,The academic reputation and placement statistics convinced us to choose BIT.,Counselling,Become an Entrepreneur,184,Regional,Average,Premium,Distant,Other,Positive
Karur,Male,Karur Matriculation School,Private CBSE,BC,Hindu,Government Counselling,Day Scholar,School Counselor,The academic reputation and placement statistics convinced us to choose BIT.,Counselling,High Placement,185,Local,Average,Mixed,Distant,Referral,Positive
Karur,Male,Karur Public School,Private CBSE,BC,Hindu,Management,Day Scholar,Social Media Ad,The fees were high but the infrastructure and faculty quality convinced us.,Interest,High Placement,183,Local,Average,Premium,Distant,Digital,Positive
Coimbatore,Female,XYZ International School Coimbatore,Private CBSE,SC,Christian,Management,Hostel,TV Advertisement,Alumni working in good companies gave positive feedback about the college.,Interest,Start Own Business,172,Local,Below Average,Premium,Close,Traditional,Positive
Coimbatore,Male,Sri Krishna HSS,Private Matriculation,BCM,Muslim,Management,Day Scholar,Education Fair,The academic reputation and placement statistics convinced us to choose BIT.,Interest,Become an Entrepreneur,184,Local,Average,Middle,Close,Traditional,Positive
Coimbatore,Male,PSG Public Schools,Private Matriculation,OC,Christian,Management,Day Scholar,Google Search,No hostel expenses and we can monitor the studies closely from home.,Interest,Become an Entrepreneur,175,Local,Below Average,Middle,Close,Digital,Neutral
Tiruppur,Male,DEF Matriculation School Tiruppur,Private Matriculation,SC,Christian,Management,Hostel,Education Fair,The campus environment seems conducive for focused technical studies.,Interest,High Placement,174,Local,Below Average,Middle,Close,Traditional,Neutral
Bangalore,Male,Bangalore Public School,Private CBSE,MBC,Hindu,Government Counselling,Hostel,Education Fair,We heard about BIT through education fair and the reviews were positive.,Counselling,Become an Entrepreneur,181,Metro,Average,Mixed,Distant,Traditional,Neutral
Cuddalore,Female,Government HSS Cuddalore,Government,BC,Christian,Government Counselling,Hostel,Newspaper Ad,The campus environment seems safe and conducive for focused studies.,Counselling,Higher Studies Masters,191,Regional,High Performer,Budget,Distant,Other,Neutral
Madurai,Female,ABC School Madurai,Private Matriculation,BC,Hindu,Government Counselling,Hostel,TV Advertisement,Good value for money considering the quality of engineering programs offered.,Counselling,Higher Studies Masters,182,Regional,Average,Middle,Distant,Traditional,Positive
Dindigul,Male,Dindigul CBSE School,Private CBSE,OC,Hindu,Government Counselling,Hostel,School Counselor,The academic reputation and placement statistics convinced us to choose BIT.,Counselling,Higher Studies Masters,182,Regional,Average,Mixed,Distant,Referral,Positive
Tiruppur,Female,MNO International Tiruppur,Private CBSE,BC,Hindu,Government Counselling,Day Scholar,Social Media Ad,The convenience of staying at home while getting quality education is ideal.,Counselling,High Placement,181,Local,Average,Mixed,Close,Digital,Neutral
Tiruppur,Female,Kumaran Schools,Private CBSE,SC,Hindu,Management,Day Scholar,Friend Family Referral,The academic reputation and placement statistics convinced us to choose BIT.,Counselling,High Placement,179,Local,Below Average,Premium,Close,Referral,Positive
Coimbatore,Male,Stanes HSS,Private Matriculation,BCM,Muslim,Government Counselling,Hostel,College Website,The hostel option works well for our family situation.,Interest,Higher Studies Masters,182,Local,Average,Middle,Close,Digital,Neutral
Erode,Female,Sacred Heart HSS Erode,Private Matriculation,OC,Christian,Government Counselling,Hostel,Campus Visit,The hostel facilities looked good during our campus visit and safety seemed adequate.,Counselling,High Placement,189,Local,Average,Middle,Very Close,Other,Positive
Salem,Female,Yercaud HSS,Private CBSE,BC,Hindu,Government Counselling,Day Scholar,School Counselor,The faculty qualifications and research opportunities impressed us during the campus visit.,Interest,High Placement,189,Local,Average,Mixed,Close,Referral,Positive
Tiruppur,Male,Avinashilingam HSS,Private Matriculation,BC,Hindu,Management,Day Scholar,Friend Family Referral,Erode location provides good balance of facilities without big city distractions.,Interest,Become an Entrepreneur,187,Local,Average,Middle,Close,Referral,Positive
Dindigul,Male,ABC School Dindigul,Private Matriculation,BC,Hindu,Management,Day Scholar,Google Search,"Being close to home, day scholar option works perfectly for our family.",Interest,High Placement,177,Regional,Below Average,Middle,Distant,Digital,Positive
Tiruppur,Female,Kumaran Schools,Private Matriculation,SC,Hindu,Management,Hostel,Campus Visit,Good value for money considering the quality of engineering programs offered.,Interest,High Placement,177,Local,Below Average,Middle,Close,Other,Positive
Tiruppur,Male,DEF Matriculation School Tiruppur,Private Matriculation,BCM,Muslim,Management,Day Scholar,Google Search,Alumni working in good companies gave positive feedback about the college.,Interest,High Placement,189,Local,Average,Middle,Close,Digital,Positive
Erode,Male,Little Angels School,Private Matriculation,BC,Hindu,Management,Day Scholar,Google Search,We decided to invest in management quota considering the ROI through placements.,Interest,Become an Entrepreneur,174,Local,Below Average,Middle,Very Close,Digital,Neutral
Tiruppur,Male,Government HSS Tiruppur,Government,MBC,Christian,Government Counselling,Day Scholar,TV Advertisement,Alumni working in good companies gave positive feedback about the college.,Interest,High Placement,191,Local,High Performer,Budget,Close,Traditional,Positive
Salem,Female,PQR International Salem,Private CBSE,BC,Christian,Management,Day Scholar,Social Media Ad,Infrastructure and lab facilities are much better than other colleges we visited.,Interest,Become an Entrepreneur,188,Local,Average,Premium,Close,Digital,Neutral
Tiruppur,Female,Avinashilingam HSS,Private Matriculation,OC,Hindu,Management,Day Scholar,Friend Family Referral,"Being close to home, day scholar option works perfectly for our family.",Interest,Higher Studies Masters,181,Local,Average,Middle,Close,Referral,Positive
Coimbatore,Male,SBOA School Coimbatore,Private Matriculation,SC,Christian,Management,Day Scholar,Google Search,The faculty qualifications and research opportunities impressed us during the campus visit.,Interest,High Placement,172,Local,Below Average,Middle,Close,Digital,Positive
Salem,Male,Sankari HSS,Private CBSE,BC,Christian,Management,Hostel,Education Fair,The campus environment seems conducive for focused technical studies.,Interest,Become an Entrepreneur,186,Local,Average,Premium,Close,Traditional,Neutral
Salem,Male,Attur HSS,Private CBSE,BC,Christian,Management,Hostel,Alumni Reference,We decided to invest in management quota considering the ROI through placements.,Interest,Higher Studies Masters,190,Local,Average,Premium,Close,Other,Neutral
Namakkal,Female,Sri Vidya Mandir Namakkal,Private CBSE,SC,Christian,Government Counselling,Day Scholar,School Counselor,Erode location provides good balance of facilities without big city distractions.,Counselling,Higher Studies Masters,189,Regional,Average,Mixed,Distant,Referral,Positive
Tiruppur,Female,ABC School Tiruppur,Private Matriculation,BC,Hindu,Management,Day Scholar,Campus Visit,Good value for money considering the quality of engineering programs offered.,Counselling,Become an Entrepreneur,174,Local,Below Average,Middle,Close,Other,Positive
Coimbatore,Female,St. Michaels HSS,Private Matriculation,BCM,Muslim,Government Counselling,Day Scholar,Google Search,The convenience of staying at home while getting quality education is ideal.,Interest,Government Job,190,Local,Average,Middle,Close,Digital,Neutral
Coimbatore,Female,XYZ International School Coimbatore,Private CBSE,OC,Hindu,Management,Day Scholar,Campus Visit,Infrastructure and lab facilities are much better than other colleges we visited.,Interest,Become an Entrepreneur,172,Local,Below Average,Premium,Close,Other,Neutral
Erode,Male,Kongu Vellalar HSS,Private CBSE,BC,Christian,Management,Day Scholar,School Counselor,The academic reputation and placement statistics convinced us to choose BIT.,Interest,Start Own Business,178,Local,Below Average,Premium,Very Close,Referral,Positive
Coimbatore,Female,Stanes HSS,Private CBSE,BC,Hindu,Management,Day Scholar,Alumni Reference,We decided to invest in management quota considering the ROI through placements.,Interest,High Placement,171,Local,Below Average,Premium,Close,Other,Neutral
Erode,Male,St. Josephs HSS Erode,Private Matriculation,SC,Christian,Management,Hostel,School Counselor,The hostel option works well for our family situation.,Interest,High Placement,194,Local,High Performer,Middle,Very Close,Referral,Neutral
Coimbatore,Male,DAV School Coimbatore,Private Matriculation,BC,Hindu,Management,Hostel,School Counselor,We heard about BIT through school counselor and the reviews were positive.,Interest,Become an Entrepreneur,189,Local,Average,Middle,Close,Referral,Neutral
Coimbatore,Female,KCG HSS,Private CBSE,SC,Hindu,Management,Day Scholar,School Counselor,No hostel expenses and we can monitor the studies closely from home.,Counselling,Become an Entrepreneur,175,Local,Below Average,Premium,Close,Referral,Neutral
Tiruppur,Male,Municipal HSS Tiruppur,Government,BCM,Muslim,Government Counselling,Day Scholar,TV Advertisement,The academic reputation and placement statistics convinced us to choose BIT.,Counselling,Higher Studies Masters,200,Local,High Performer,Budget,Close,Traditional,Positive
